"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów z różnych list";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok nazwiska kandydata na liście, której rejestracja została unieważniona";"Liczba głosów ważnych oddanych łącznie na wszystkie listy kandydatów";"Lista nr 1 - KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE - ZPOW-601-19/19";"Mirosław Stanisław SZEMLA - nr na liście 1";"Marian Albin ORMANIEC - nr na liście 2";"Małgorzata KIEREŚ - nr na liście 3";"Alicja OGIEGŁO - nr na liście 4";"Przemysław MAJOR - nr na liście 5";"Waldemar Michał SZENDERA - nr na liście 6";"Dawid Sylwester JARCO - nr na liście 7";"Ryszard Tadeusz WÓJCIK - nr na liście 8";"Halina Stefania WENGLORZ - nr na liście 9";"Tadeusz ŻYŁA - nr na liście 10";"Edward Stanisław KUĆKA - nr na liście 11";"Magdalena Ewa SZCZEPAŃCZYK-CHROBAK - nr na liście 12";"Justyna Barbara SOSNOWSKA - nr na liście 13";"Brygida Urszula BRZOSKA-KRAWCZYK - nr na liście 14";"Andrzej Bernard GRZYB - nr na liście 15";"Grzegorz Ryszard GAWĘDA - nr na liście 16";"Lucyna BUTOR - nr na liście 17";"Danuta Maria KOŻUSZNIK - nr na liście 18";"Lista nr 2 - KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ - ZPOW-601-9/19";"Stanisław SZWED - nr na liście 1";"Grzegorz Paweł PUDA - nr na liście 2";"Kazimierz Władysław MATUSZNY - nr na liście 3";"Przemysław Mieczysław DRABEK - nr na liście 4";"Magdalena Ewa WÓJCIK - nr na liście 5";"Grzegorz Krzysztof GAŻA - nr na liście 6";"Ryszard Arkadiusz MACURA - nr na liście 7";"Marcela Joanna KANAFEK-LEWANDOWSKA - nr na liście 8";"Barbara Lucyna ADAMSKA - nr na liście 9";"Konrad Tomasz ŁOŚ - nr na liście 10";"Adrian Kamil MIDOR - nr na liście 11";"Jarosław GOWIN - nr na liście 12";"Janusz Witold DZIEDZIC - nr na liście 13";"Agnieszka Magdalena BIEGUN - nr na liście 14";"Magdalena Elżbieta WAWRZECZKO - nr na liście 15";"Renata Anna MICHNIK - nr na liście 16";"Łukasz Grzegorz PASIERBEK - nr na liście 17";"Beata Iwona BIAŁOWĄS - nr na liście 18";"Lista nr 3 - KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ - ZPOW-601-1/19";"Przemysław Adam KOPERSKI - nr na liście 1";"Agnieszka Zofia LAMEK-KOCHANOWSKA - nr na liście 2";"Leszek Zbigniew CZYLOK - nr na liście 3";"Henryk SATŁAWA - nr na liście 4";"Leszek TYRNA - nr na liście 5";"Anna Maria CZAICKA - nr na liście 6";"Magdalena MADZIA - nr na liście 7";"Aleksandra Ewa BANOT - nr na liście 8";"Barbara Jolanta SŁONKA-GIBAS - nr na liście 9";"Władysław PINDEL - nr na liście 10";"Katarzyna Olga GASPARSKA - nr na liście 11";"Alicja ZALEWSKA - nr na liście 12";"Aleksandra Maria HASIOR - nr na liście 13";"Paulina Magdalena GRZYBEK - nr na liście 14";"Michał Jacek BRUDNY - nr na liście 15";"Paweł Piotr MIECH - nr na liście 16";"Artur Jerzy SIĄKAŁA - nr na liście 17";"Zbigniew Henryk NOSKOWSKI - nr na liście 18";"Lista nr 4 - KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ - ZPOW-601-5/19";"Bronisław Edward FOLTYN - nr na liście 1";"Robert Łukasz GRAJNY - nr na liście 2";"Wojciech Tomasz BIELEWICZ - nr na liście 3";"Maria STARZYŃSKA - nr na liście 4";"Artur SKŁODOWSKI - nr na liście 5";"Magdalena Barbara MILCZANOWSKA-SZWEDA - nr na liście 6";"Paweł Adam MAŁYSZ - nr na liście 7";"Marlena Maria WIEWIÓRA-BŁACHUT - nr na liście 8";"Cezary Józef CZAPIGA - nr na liście 9";"Patrycja Joanna KULA - nr na liście 10";"Andrzej Grzegorz POLAŃSKI - nr na liście 11";"Jolanta Maria CIEŚLAR - nr na liście 12";"Ronald Antoni MICHNIK - nr na liście 13";"Grażyna Katarzyna STRZAŁKOWSKA - nr na liście 14";"Dawid Józef RUDNICKI - nr na liście 15";"Katarzyna Elżbieta ŚNIEŻEK - nr na liście 16";"Paweł Teodor WALICZEK - nr na liście 17";"Lista nr 5 - KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI - ZPOW-601-6/19";"Mirosława NYKIEL - nr na liście 1";"Małgorzata Anna PĘPEK - nr na liście 2";"Mirosław Tadeusz SUCHOŃ - nr na liście 3";"Andrzej Jan MOLIN - nr na liście 4";"Edyta Teresa GŁOMBEK - nr na liście 5";"Gabriela Maria LAZAREK - nr na liście 6";"Dariusz Stanisław MICHASIÓW - nr na liście 7";"Rafał Paweł RYPLEWICZ - nr na liście 8";"Łukasz Antoni GIERTLER - nr na liście 9";"Marcin Rafał ŚLĘK - nr na liście 10";"Ewa KASZOK - nr na liście 11";"Jerzy Marcin PIJANOWSKI - nr na liście 12";"Karolina Józefa KRZYŻAK - nr na liście 13";"Beata Anna ŁUKOWICZ - nr na liście 14";"Bogdan Tomasz DESOŃ - nr na liście 15";"Bronisław JAFERNIK - nr na liście 16";"Dorota Maria PIEGZIK-IZYDORCZYK - nr na liście 17";"Maciej Tadeusz TOMCZYKIEWICZ - nr na liście 18"
"5140-49e8-3e79-278c-8069-d52c-b5da-d83d";"246101";"27";"40";"miasto";"stały";"Powiatowy Urząd Pracy, ul. Partyzantów 55, 43-300 Bielsko-Biała";"m. Bielsko-Biała";"Bielsko-Biała";"śląskie";"1643";"1761";"564";"1079";"0";"7";"0";"0";"0";"0";"0";"0";"0";"1079";"0";"0";"1079";"8";"5";"3";"0";"1071";"51";"31";"2";"1";"4";"1";"1";"0";"2";"0";"1";"3";"1";"1";"0";"1";"0";"0";"2";"422";"159";"56";"8";"138";"15";"3";"4";"3";"2";"23";"0";"2";"1";"2";"1";"0";"2";"3";"164";"91";"25";"14";"0";"9";"3";"7";"1";"0";"0";"1";"1";"0";"2";"4";"4";"1";"1";"83";"48";"3";"1";"3";"1";"2";"10";"1";"1";"5";"2";"2";"0";"1";"1";"0";"2";"351";"210";"33";"51";"2";"3";"13";"18";"10";"2";"0";"1";"1";"0";"2";"3";"0";"0";"2"
"5a5a-80ee-e32c-5659-940d-25a8-7706-fe28";"246101";"27";"41";"miasto";"stały";"Branżowa Szkoła I Stopnia Nr 4 im. Stanisława Staszica, ul. Maksyma Gorkiego 7, 43-300 Bielsko-Biała";"m. Bielsko-Biała";"Bielsko-Biała";"śląskie";"1545";"1670";"441";"1104";"5";"9";"0";"0";"0";"0";"0";"0";"0";"1104";"0";"0";"1104";"7";"2";"5";"0";"1097";"72";"33";"8";"6";"3";"3";"0";"1";"1";"2";"2";"0";"5";"1";"0";"1";"2";"1";"3";"434";"137";"89";"4";"144";"12";"3";"4";"3";"1";"20";"0";"7";"1";"1";"1";"1";"2";"4";"141";"70";"17";"7";"0";"3";"3";"10";"4";"4";"2";"5";"2";"2";"5";"2";"3";"2";"0";"82";"57";"2";"3";"2";"3";"0";"7";"2";"1";"0";"1";"0";"0";"0";"0";"0";"4";"368";"195";"35";"68";"4";"2";"7";"27";"7";"1";"1";"2";"0";"1";"1";"1";"2";"3";"11"
"d731-7758-e345-4d3c-8ac3-3d62-5d3f-3e48";"246101";"27";"42";"miasto";"stały";"Szkoła Podstawowa Nr 20 im. Jerzego Kukuczki, ul. Teofila Aleksandra Lenartowicza 17, 43-300 Bielsko-Biała";"m. Bielsko-Biała";"Bielsko-Biała";"śląskie";"1392";"1472";"396";"996";"2";"3";"0";"0";"0";"0";"0";"0";"0";"996";"0";"0";"996";"10";"6";"4";"0";"986";"45";"20";"3";"6";"3";"2";"0";"1";"0";"2";"1";"1";"1";"3";"0";"0";"0";"0";"2";"418";"129";"87";"3";"150";"10";"6";"1";"1";"1";"10";"0";"4";"1";"2";"5";"1";"3";"4";"139";"84";"17";"0";"0";"3";"3";"9";"4";"1";"3";"3";"3";"0";"1";"2";"5";"0";"1";"60";"43";"3";"0";"0";"3";"0";"5";"0";"0";"2";"0";"1";"1";"1";"0";"0";"1";"324";"191";"31";"50";"6";"2";"4";"18";"7";"4";"0";"1";"1";"0";"1";"1";"0";"4";"3"
"c1d3-31c8-ba80-591f-024f-3d28-8a8d-56a5";"246101";"27";"43";"miasto";"stały";"Przedszkole Integracyjne Nr 2, ul. Łagodna 16, 43-300 Bielsko-Biała";"m. Bielsko-Biała";"Bielsko-Biała";"śląskie";"1400";"1474";"377";"1015";"2";"11";"1";"1";"0";"0";"0";"0";"1";"1016";"1";"0";"1016";"7";"3";"4";"0";"1009";"53";"26";"5";"2";"3";"1";"2";"0";"3";"1";"1";"0";"3";"1";"0";"1";"1";"1";"2";"447";"164";"84";"6";"150";"9";"2";"3";"4";"3";"11";"0";"6";"1";"1";"0";"1";"1";"1";"142";"74";"19";"4";"3";"6";"0";"11";"4";"0";"3";"4";"4";"3";"0";"6";"0";"0";"1";"75";"51";"3";"3";"2";"1";"1";"4";"2";"1";"3";"0";"0";"1";"2";"0";"0";"1";"292";"174";"22";"41";"4";"1";"6";"13";"12";"7";"1";"2";"1";"1";"0";"1";"0";"0";"6"
"9229-265d-bea4-20d7-781c-f1a2-d31e-9e94";"246101";"27";"44";"miasto";"stały";"Szkoła Podstawowa Nr 33 im. Kornela Makuszyńskiego, ul. Łagodna 26, 43-300 Bielsko-Biała";"m. Bielsko-Biała";"Bielsko-Biała";"śląskie";"1548";"1619";"395";"1153";"1";"8";"0";"0";"0";"0";"0";"0";"0";"1153";"0";"0";"1153";"6";"4";"2";"0";"1147";"61";"26";"7";"3";"2";"1";"0";"5";"5";"1";"2";"1";"3";"1";"0";"0";"0";"0";"4";"472";"156";"105";"1";"162";"11";"2";"2";"1";"2";"12";"0";"4";"2";"2";"1";"2";"1";"6";"187";"117";"27";"8";"0";"8";"5";"7";"1";"0";"4";"3";"2";"1";"2";"0";"1";"0";"1";"68";"46";"2";"1";"0";"1";"0";"7";"1";"0";"0";"3";"2";"1";"0";"0";"3";"1";"359";"201";"34";"61";"1";"1";"9";"22";"12";"0";"0";"2";"2";"2";"2";"0";"1";"4";"5"
"d7be-2aed-f872-b1ab-c1a9-7cd9-c449-4931";"246101";"27";"45";"miasto";"stały";"Przedszkole Nr 50, ul. Łagodna 27a, 43-300 Bielsko-Biała";"m. Bielsko-Biała";"Bielsko-Biała";"śląskie";"1495";"1608";"406";"1089";"2";"12";"0";"0";"0";"0";"0";"0";"0";"1088";"0";"0";"1088";"6";"4";"2";"0";"1082";"69";"34";"4";"4";"6";"1";"0";"1";"2";"1";"3";"1";"4";"1";"1";"2";"0";"3";"1";"501";"182";"97";"5";"167";"13";"4";"1";"1";"2";"12";"0";"3";"1";"3";"3";"2";"0";"5";"137";"91";"11";"7";"1";"4";"1";"5";"0";"0";"2";"3";"2";"1";"0";"1";"3";"2";"3";"63";"39";"3";"1";"3";"0";"2";"7";"0";"0";"2";"1";"0";"0";"0";"0";"2";"3";"312";"177";"37";"42";"2";"1";"8";"23";"7";"1";"1";"5";"4";"0";"1";"1";"0";"2";"0"
"b650-e8b1-5d5e-988d-e3ce-a5cb-2e24-663e";"246101";"27";"46";"miasto";"stały";"II Liceum Ogólnokształcące im. Adama Asnyka, ul. Jutrzenki 13, 43-300 Bielsko-Biała";"m. Bielsko-Biała";"Bielsko-Biała";"śląskie";"1349";"1475";"366";"983";"0";"4";"0";"0";"0";"0";"0";"0";"0";"983";"0";"0";"983";"5";"3";"2";"0";"978";"49";"23";"2";"6";"3";"2";"0";"2";"0";"0";"4";"1";"3";"0";"0";"2";"1";"0";"0";"441";"125";"77";"1";"198";"4";"4";"1";"3";"2";"13";"0";"1";"3";"3";"1";"2";"0";"3";"119";"75";"11";"6";"1";"2";"1";"8";"3";"0";"1";"1";"2";"0";"2";"1";"1";"2";"2";"61";"43";"3";"1";"1";"2";"0";"2";"2";"1";"1";"2";"0";"1";"0";"1";"0";"1";"308";"181";"24";"60";"2";"3";"5";"12";"7";"0";"0";"0";"0";"0";"1";"1";"1";"3";"8"
"8819-1df0-e158-1217-9ba8-6e55-77db-2b30";"246101";"27";"47";"miasto";"stały";"II Liceum Ogólnokształcące im. Adama Asnyka, ul. Jutrzenki 13, 43-300 Bielsko-Biała";"m. Bielsko-Biała";"Bielsko-Biała";"śląskie";"2160";"2349";"448";"1712";"1";"16";"0";"0";"0";"0";"0";"0";"0";"1706";"0";"0";"1706";"12";"12";"0";"0";"1694";"98";"50";"4";"7";"7";"4";"1";"4";"3";"1";"1";"1";"5";"0";"0";"5";"0";"1";"4";"596";"175";"97";"5";"254";"14";"5";"3";"0";"4";"16";"1";"11";"2";"2";"4";"0";"1";"2";"262";"161";"31";"13";"2";"4";"6";"17";"7";"2";"1";"3";"7";"0";"2";"1";"4";"0";"1";"109";"73";"9";"2";"3";"2";"0";"9";"0";"0";"2";"1";"2";"5";"0";"0";"0";"1";"629";"340";"57";"117";"7";"11";"17";"46";"11";"2";"0";"4";"4";"1";"1";"1";"2";"2";"6"
"3f36-222d-3ab9-e8cf-57d5-589e-d4e1-337d";"246101";"27";"48";"miasto";"stały";"Miejski Dom Kultury, ul. Podgórna 29, 43-300 Bielsko-Biała";"m. Bielsko-Biała";"Bielsko-Biała";"śląskie";"2360";"2495";"646";"1714";"2";"7";"3";"3";"1";"0";"0";"0";"2";"1716";"2";"0";"1716";"16";"15";"1";"0";"1700";"112";"54";"6";"10";"7";"3";"2";"1";"7";"1";"2";"7";"1";"3";"1";"2";"0";"2";"3";"672";"189";"84";"5";"329";"18";"6";"0";"0";"4";"23";"1";"7";"0";"1";"2";"0";"0";"3";"231";"141";"24";"6";"3";"8";"0";"14";"6";"5";"3";"9";"2";"1";"4";"0";"4";"0";"1";"151";"96";"5";"4";"4";"7";"3";"15";"1";"0";"3";"3";"1";"0";"2";"2";"1";"4";"534";"328";"58";"71";"8";"2";"8";"23";"10";"3";"0";"3";"3";"2";"1";"0";"0";"2";"12"
"8a02-47c7-c60d-8316-20e8-fcbc-a4b1-9e28";"246101";"27";"49";"miasto";"stały";"Szkoła Podstawowa Nr 13 im. Władysława Jagiełły, ul. Lipnicka 226, 43-300 Bielsko-Biała";"m. Bielsko-Biała";"Bielsko-Biała";"śląskie";"2213";"2370";"482";"1731";"2";"7";"0";"0";"0";"0";"0";"0";"0";"1731";"0";"0";"1731";"8";"3";"5";"0";"1723";"88";"45";"2";"5";"7";"3";"1";"1";"1";"1";"3";"5";"4";"2";"0";"0";"3";"1";"4";"630";"176";"100";"2";"272";"19";"12";"1";"6";"1";"21";"1";"6";"3";"2";"0";"1";"2";"5";"230";"150";"23";"6";"1";"4";"7";"15";"6";"2";"1";"1";"6";"1";"1";"1";"2";"1";"2";"103";"65";"12";"4";"1";"3";"0";"6";"1";"0";"2";"1";"2";"4";"0";"0";"1";"1";"672";"402";"66";"93";"2";"4";"17";"54";"7";"1";"1";"3";"1";"1";"3";"3";"1";"2";"11"
"8f1e-719a-bb9f-452c-f51f-392d-a70a-5f51";"246101";"27";"50";"miasto";"stały";"Przedszkole Nr 24, ul. Stefanii Sempołowskiej 52, 43-300 Bielsko-Biała";"m. Bielsko-Biała";"Bielsko-Biała";"śląskie";"1300";"1390";"369";"931";"1";"10";"0";"0";"0";"0";"0";"0";"0";"931";"0";"0";"931";"0";"0";"0";"0";"931";"44";"24";"3";"5";"2";"3";"0";"0";"0";"0";"1";"0";"1";"1";"0";"0";"3";"1";"0";"360";"137";"73";"4";"113";"11";"1";"2";"2";"1";"9";"0";"1";"1";"1";"0";"0";"2";"2";"167";"112";"14";"4";"2";"3";"2";"11";"3";"2";"1";"1";"2";"2";"4";"0";"2";"1";"1";"66";"37";"9";"5";"1";"1";"2";"5";"0";"1";"2";"0";"1";"0";"0";"1";"0";"1";"294";"166";"23";"70";"4";"1";"2";"13";"4";"2";"0";"0";"0";"0";"0";"2";"1";"4";"2"
"69e6-babe-c762-7f5e-240b-a196-c17b-663c";"246101";"27";"51";"miasto";"stały";"Szkoła Podstawowa Nr 33 im. Kornela Makuszyńskiego, ul. Straconki 25, 43-300 Bielsko-Biała";"m. Bielsko-Biała";"Bielsko-Biała";"śląskie";"1554";"1660";"378";"1176";"4";"12";"0";"0";"0";"0";"0";"0";"0";"1175";"0";"0";"1175";"7";"6";"1";"0";"1168";"58";"27";"4";"6";"5";"1";"0";"0";"2";"0";"5";"1";"2";"2";"0";"0";"1";"0";"2";"449";"135";"120";"6";"131";"11";"6";"3";"4";"7";"16";"1";"3";"1";"1";"1";"1";"1";"1";"147";"93";"18";"5";"2";"3";"5";"4";"2";"2";"0";"2";"2";"1";"2";"2";"4";"0";"0";"123";"82";"10";"3";"2";"5";"2";"5";"0";"0";"3";"3";"0";"1";"2";"2";"0";"3";"391";"218";"48";"67";"1";"2";"7";"18";"9";"0";"3";"2";"3";"1";"1";"1";"1";"2";"7"
"0783-f356-43e7-2360-88a4-fb7f-2fdb-6d4f";"246101";"27";"52";"miasto";"stały";"Przedszkole Nr 6, ul. Góralska 4, 43-300 Bielsko-Biała";"m. Bielsko-Biała";"Bielsko-Biała";"śląskie";"1597";"1704";"396";"1201";"1";"7";"0";"0";"0";"0";"0";"0";"0";"1201";"0";"0";"1201";"5";"5";"0";"0";"1196";"55";"29";"4";"4";"2";"0";"0";"1";"0";"2";"0";"4";"2";"1";"0";"0";"1";"2";"3";"476";"129";"139";"3";"150";"10";"3";"1";"4";"1";"21";"0";"10";"0";"1";"2";"1";"0";"1";"161";"102";"14";"4";"2";"3";"4";"10";"2";"2";"0";"0";"9";"2";"1";"0";"4";"0";"2";"81";"51";"5";"6";"2";"3";"0";"4";"2";"1";"0";"2";"0";"1";"0";"0";"1";"3";"423";"235";"38";"71";"0";"5";"7";"36";"13";"3";"0";"2";"0";"2";"1";"2";"0";"2";"6"
"0e9d-95b5-8570-3940-ced4-74ba-d4d8-9cc8";"246101";"27";"53";"miasto";"stały";"Miejski Dom Kultury, ul. Żywiecka 302, 43-300 Bielsko-Biała";"m. Bielsko-Biała";"Bielsko-Biała";"śląskie";"2112";"2242";"539";"1573";"4";"23";"0";"0";"0";"0";"0";"0";"0";"1573";"0";"0";"1573";"8";"5";"3";"0";"1565";"78";"36";"4";"6";"8";"1";"0";"5";"2";"2";"3";"2";"1";"0";"0";"0";"3";"1";"4";"623";"218";"126";"5";"202";"11";"5";"3";"3";"9";"17";"4";"3";"2";"5";"3";"1";"2";"4";"178";"121";"19";"3";"0";"2";"5";"10";"4";"0";"1";"3";"4";"0";"0";"2";"2";"0";"2";"120";"73";"5";"7";"6";"0";"2";"16";"2";"1";"3";"0";"2";"1";"1";"0";"1";"0";"566";"362";"48";"60";"7";"6";"6";"37";"13";"4";"1";"4";"1";"1";"3";"0";"3";"4";"6"
"4e48-4d89-1688-22dc-d3ad-3c52-e8ff-33d8";"246101";"27";"54";"miasto";"stały";"Szkoła Podstawowa Nr 26 im. Zygmunta Lubertowicza, ul. Złoty Potok 7, 43-300 Bielsko-Biała";"m. Bielsko-Biała";"Bielsko-Biała";"śląskie";"2508";"2710";"523";"1985";"6";"10";"1";"1";"0";"0";"0";"0";"1";"1986";"1";"0";"1986";"6";"1";"5";"0";"1980";"126";"61";"16";"5";"5";"5";"1";"7";"2";"0";"2";"0";"1";"1";"0";"7";"4";"1";"8";"798";"177";"314";"3";"228";"17";"2";"1";"1";"10";"21";"2";"7";"2";"3";"1";"0";"3";"6";"250";"153";"33";"7";"1";"5";"8";"12";"12";"0";"4";"5";"3";"0";"4";"1";"2";"0";"0";"140";"79";"10";"3";"10";"2";"3";"16";"1";"2";"1";"1";"2";"2";"0";"5";"1";"2";"666";"356";"68";"91";"6";"8";"19";"73";"17";"2";"2";"5";"2";"1";"2";"0";"0";"5";"9"
"2f39-cee2-9d73-cca9-491e-af0f-caaa-3e93";"246101";"27";"55";"miasto";"stały";"Siedziba Rady Osiedla ""Aleksandrowice"", ul. Wrzosowa 20, 43-300 Bielsko-Biała";"m. Bielsko-Biała";"Bielsko-Biała";"śląskie";"1354";"1445";"310";"1044";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1044";"0";"0";"1044";"6";"2";"4";"0";"1038";"67";"35";"4";"3";"1";"2";"2";"1";"2";"2";"3";"3";"4";"1";"0";"2";"0";"0";"2";"353";"129";"52";"3";"107";"9";"8";"1";"1";"2";"16";"1";"14";"0";"2";"2";"0";"0";"6";"137";"85";"12";"7";"1";"5";"3";"4";"4";"0";"0";"1";"5";"0";"3";"0";"5";"0";"2";"66";"39";"4";"1";"1";"0";"1";"12";"1";"0";"4";"0";"1";"1";"0";"0";"0";"1";"415";"226";"32";"78";"7";"5";"14";"20";"13";"1";"1";"1";"1";"4";"1";"1";"1";"6";"3"
"7964-2a83-e8bd-f65a-020a-2ee6-9928-5118";"246101";"27";"56";"miasto";"stały";"Zespół Szkół Ogólnokształcących im. Armii Krajowej, ul. Sternicza 4, 43-300 Bielsko-Biała";"m. Bielsko-Biała";"Bielsko-Biała";"śląskie";"1955";"2051";"478";"1477";"1";"8";"0";"0";"0";"0";"0";"0";"0";"1477";"0";"0";"1477";"9";"6";"3";"0";"1468";"69";"30";"6";"9";"3";"1";"2";"2";"5";"0";"1";"3";"1";"0";"0";"1";"2";"1";"2";"585";"226";"80";"3";"183";"27";"7";"1";"5";"3";"25";"0";"6";"0";"7";"1";"3";"5";"3";"191";"115";"22";"6";"2";"2";"4";"18";"2";"0";"2";"3";"5";"3";"2";"0";"4";"0";"1";"94";"58";"3";"5";"9";"1";"1";"8";"0";"0";"1";"1";"0";"0";"2";"1";"0";"4";"529";"288";"54";"82";"5";"3";"8";"42";"29";"2";"0";"1";"1";"2";"2";"3";"1";"0";"6"
"23d9-3203-1414-61f7-3df0-8b4e-268d-3fed";"246101";"27";"57";"miasto";"stały";"Przedszkole Nr 55, ul. Sternicza 4, 43-300 Bielsko-Biała";"m. Bielsko-Biała";"Bielsko-Biała";"śląskie";"1756";"1851";"473";"1283";"1";"5";"0";"0";"0";"0";"0";"0";"0";"1283";"0";"0";"1283";"8";"7";"1";"0";"1275";"56";"31";"5";"7";"1";"3";"0";"0";"1";"0";"1";"0";"1";"1";"0";"3";"0";"0";"2";"534";"187";"107";"12";"157";"17";"4";"3";"0";"4";"22";"2";"11";"2";"1";"0";"1";"3";"1";"167";"109";"16";"2";"1";"6";"3";"8";"9";"1";"2";"0";"3";"2";"2";"0";"0";"1";"2";"78";"49";"1";"6";"2";"4";"1";"5";"2";"0";"0";"1";"0";"1";"2";"1";"2";"1";"440";"246";"44";"73";"10";"7";"9";"18";"18";"3";"0";"0";"1";"2";"4";"0";"0";"4";"1"
"bcfd-2127-af5e-c319-48ec-d2fc-f31d-0d8f";"246101";"27";"58";"miasto";"stały";"Dom Dziennego Pobytu dla Osób Starszych i Niepełnosprawnych, ul. Sternicza 8a, 43-300 Bielsko-Biała";"m. Bielsko-Biała";"Bielsko-Biała";"śląskie";"1903";"2019";"557";"1346";"1";"3";"1";"1";"0";"0";"0";"0";"1";"1347";"1";"0";"1347";"14";"6";"8";"0";"1333";"58";"22";"5";"9";"9";"1";"1";"2";"0";"0";"1";"0";"2";"1";"0";"3";"1";"1";"0";"558";"214";"85";"10";"173";"14";"8";"3";"4";"4";"21";"0";"13";"0";"2";"1";"1";"1";"4";"184";"119";"14";"6";"3";"4";"1";"18";"4";"1";"2";"1";"4";"0";"1";"1";"1";"2";"2";"98";"56";"8";"1";"2";"4";"3";"8";"4";"0";"1";"1";"3";"4";"0";"1";"0";"2";"435";"233";"62";"56";"7";"11";"9";"27";"7";"4";"2";"7";"0";"1";"0";"0";"0";"2";"7"
"4ca3-cbc2-2308-8c0a-ed21-4abf-292f-87d2";"246101";"27";"59";"miasto";"stały";"Szkoła Podstawowa Nr 37 im. gen. Mariusza Zaruskiego, ul. Doliny Miętusiej 5, 43-300 Bielsko-Biała";"m. Bielsko-Biała";"Bielsko-Biała";"śląskie";"2262";"2388";"591";"1671";"1";"7";"0";"0";"0";"0";"0";"0";"0";"1671";"0";"0";"1671";"7";"4";"3";"0";"1664";"74";"36";"8";"5";"4";"5";"0";"0";"1";"1";"1";"1";"1";"2";"1";"0";"1";"1";"6";"690";"325";"83";"8";"203";"15";"5";"2";"10";"4";"11";"2";"10";"0";"3";"2";"4";"3";"0";"262";"165";"37";"11";"0";"2";"4";"16";"3";"0";"5";"5";"4";"1";"1";"0";"1";"1";"6";"98";"59";"9";"1";"1";"5";"1";"9";"1";"1";"5";"1";"0";"2";"0";"0";"1";"2";"540";"288";"50";"101";"6";"4";"7";"30";"30";"2";"0";"4";"1";"3";"1";"2";"4";"3";"4"
"5062-3ca7-1e24-af5c-254d-2333-c1f0-c9af";"246101";"27";"60";"miasto";"stały";"Szkoła Podstawowa Nr 37 im. gen. Mariusza Zaruskiego, ul. Doliny Miętusiej 5, 43-300 Bielsko-Biała";"m. Bielsko-Biała";"Bielsko-Biała";"śląskie";"2200";"2320";"531";"1669";"1";"6";"0";"0";"0";"0";"0";"0";"0";"1669";"0";"0";"1669";"13";"6";"7";"0";"1656";"95";"42";"8";"12";"8";"1";"1";"3";"2";"0";"5";"0";"4";"0";"2";"2";"0";"0";"5";"690";"321";"73";"1";"230";"18";"5";"5";"5";"5";"10";"1";"6";"0";"4";"1";"0";"1";"4";"228";"136";"25";"13";"1";"9";"1";"16";"6";"1";"1";"2";"2";"0";"3";"2";"5";"2";"3";"93";"61";"3";"6";"4";"2";"0";"8";"1";"1";"1";"1";"0";"0";"0";"0";"3";"2";"550";"303";"71";"88";"8";"3";"5";"19";"29";"4";"0";"1";"4";"5";"1";"2";"3";"4";"0"
